target_id	W	pval	qval	b	se_b
Q0050_mRNA	0.261316435456715	0.609217185201278	0.806218725920176	0.570719035190591	1.11644927256463
YAL031W-A_mRNA	0.676308022140903	0.410860949819139	0.663487231412193	0.559081303423221	0.679833716234436
YAL059C-A_mRNA	2.99146325840898	0.0837045003264741	0.257234974771184	-2.10965662827018	1.21974750345006
YAL065C_mRNA	0.209729436680724	0.646979551422835	0.832953809781025	0.411012283203484	0.89748067495713
YBL044W_mRNA	7.79129819988356	0.00524984603594685	0.0358584890017147	2.11986583434314	0.759457476917175
YBL071C_mRNA	0.0520157004786407	0.819592204518546	0.918643000645252	0.15921219484428	0.698086281860106
YBR124W_mRNA	1.18383105605997	0.27657744650527	0.530697124211144	-0.723595207699636	0.665044670490459
YCL046W_mRNA	0.022264975736599	0.881384355663125	0.945656601592579	-0.13553649105703	0.908333067473374
YCL065W_mRNA	0.28176793938116	0.595544781184253	0.798569048432025	0.433638608415884	0.816924938517034
YDL034W_mRNA	0.0126847065121895	0.910326752156753	0.958465823834569	-0.0744223655738769	0.66078969054996
YDL041W_mRNA	11.8993848508909	0.000561524853095576	0.00617890440816176	-2.56608226783678	0.743889314255498
YDL094C_mRNA	0.130047919519782	0.718382359493764	0.871034471195262	0.246077065597673	0.682369229817512
YDL242W_mRNA	0.0742579212118462	0.785235233792713	0.905644216540164	0.20575383677679	0.755051454924768
YDR504C_mRNA	1.16571268419736	0.280283922883805	0.534484205459778	1.15801686504209	1.07255389247301
YDR535C_mRNA	0.758684016798688	0.383740670219656	0.63780877598959	0.628541418375554	0.721611480156267
YDR544C_mRNA	0.510623330962542	0.474869145320942	0.716939904638412	0.787577414593308	1.10215563696762
YER046W-A_mRNA	1.70226313339273	0.191992274394495	0.436218007527433	0.81056470358936	0.621261357760147
YER048W-A_mRNA	1.18115018375202	0.277121965362014	0.53107411670004	0.812634549778792	0.747726412484204
YER068C-A_mRNA	0.16336415775279	0.686077917103265	0.857634369752497	-0.392132609383676	0.970185032572622
YER165C-A_mRNA	3.84922091192754	0.0497691037015402	0.183778597933551	-1.40709729051484	0.717195751921095
YFL020C_mRNA	1.31789248239999	0.250970634704095	0.50324298431848	1.09425353752919	0.953186689096482
YFL058W_mRNA	3.39785575463786	0.0652812288311099	0.218697773536457	2.1668251842802	1.1754966761597
YFR012W_mRNA	2.8310779448784	0.0924562828319068	0.274528409699041	1.10838760369673	0.658742595637607
YGL230C_mRNA	2.16278936772532	0.141387823482915	0.361033900650561	1.05551581359192	0.717724268400775
YHR021W-A_mRNA	0.352749068730358	0.55256105911689	0.773052251343509	0.395818477261507	0.666443176584966
YHR130C_mRNA	1.04432182854761	0.30681845484384	0.563585752182271	0.769024313022454	0.752528396403557
YHR145C_mRNA	3.70558592846289	0.0542306278785486	0.194365519819347	3.17878880202505	1.65132756388905
YIL141W_mRNA	0.00136268844312697	0.970553090465823	0.987888754685224	0.02971589654122	0.804990122174503
YIL163C_mRNA	2.07567138918756	0.149664069994804	0.37503050817709	1.30399371655716	0.905099237769968
YIL175W	0.744898800857847	0.388096122301536	0.641059156043395	-0.693391547587755	0.803396445160803
YIR041W_mRNA	0.968192027728069	0.325131496212373	0.582284603624321	1.1258869323211	1.14423183699726
YJL037W_mRNA	3.12572607032397	0.0770655337779311	0.244209306217608	1.29988080841309	0.735238218906952
YJL119C_mRNA	1.29516943307037	0.255097471070332	0.508528784715317	-0.835637540122411	0.734268079713483
YJL195C_mRNA	0.0651025616793467	0.798605674595666	0.912286999530967	0.252440861119543	0.98937427535656
YJR038C_mRNA	1.15349044442979	0.282819667648455	0.537904641749226	-0.810800629925958	0.754930682810849
YLR202C_mRNA	0.711803304133618	0.398845807889161	0.65244198588131	0.598913715967565	0.709878886385514
YLR235C_mRNA	0.160188779386344	0.688982771687326	0.859285998538141	0.291321601528484	0.72787473120207
YLR252W_mRNA	0.157899019096615	0.691098250933275	0.860574888313626	0.276535874517032	0.695923919012207
YLR280C_mRNA	1.4380978999253	0.230447389723892	0.480867314432918	1.60714355713874	1.34017170839856
YLR346C_mRNA	20.6334412911639	5.56161169517162e-06	0.00011901028125572	-2.64238042108368	0.581713991219721
YLR444C_mRNA	0.0983787109831659	0.753783987700031	0.890082130863873	0.342509249218352	1.09199774077895
YLR462W_mRNA	5.35587048051467	0.0206526220352846	0.0979268644175106	-2.3460153048381	1.01371484868666
YML031C-A_mRNA	0.54020629599437	0.462347243283916	0.709299381958578	0.557143942802292	0.758032092441685
YMR101C_mRNA	0.194601347817228	0.659114233044524	0.840598952589662	0.348831036862224	0.790755455641879
YMR316C-B_mRNA	0.262887831177806	0.608143081573803	0.805747341845874	0.573476437507182	1.11848544501951
YMR320W_mRNA	0.354858314544001	0.551375756611545	0.771952682904478	0.436972201658008	0.73354424993482
YNL184C_mRNA	0.347921570625597	0.55529204309444	0.775009067505286	-0.405674110527916	0.687759526938574
YOL035C_mRNA	0.466326372407694	0.494682081415294	0.732224045706741	-0.657413074114264	0.962705267784963
YOL050C_mRNA	1.60888289289519	0.204648904038392	0.451649609828321	1.3324515724836	1.05048345510326
YOR121C_mRNA	0.16487317071557	0.684708967634374	0.857031578526168	0.294917786944259	0.72631660199454
YOR139C_mRNA	0.310550156807075	0.577342783237782	0.787026516219064	-0.458555975247158	0.822861002518847
YPL046C_mRNA	0.00261768030938607	0.959195418912097	0.983018363004731	-0.0347254838182573	0.678718992617768
YPL073C_mRNA	4.54239719733196	0.0330652558175281	0.138145114182886	-2.25954162445332	1.06017557034298
YPL200W_mRNA	0.083668926454602	0.772385622274518	0.900133485444117	0.265056342903034	0.916338857328983
YPL205C_mRNA	0.834146323810254	0.361076309898611	0.617303762366177	0.678410751618053	0.742799498808196
YPL276W	0.0626094796581559	0.802418098180426	0.913291962973167	0.228012326016919	0.911251545206983
YPR150W_mRNA	1.59058213948169	0.20724298204933	0.453681409174808	1.20144749812807	0.952635467457529
YPR170C_mRNA	0.516064935255163	0.472525112759538	0.714889937096937	0.485349906812109	0.675620431921281
YAL064C-A_mRNA	1.09756718750746	0.294800625506797	0.551289528317934	-0.647603129098134	0.61814929888671
YAR066W_mRNA	0.445443764260127	0.504506617397019	0.738011191429901	1.24770439174445	1.8694560601506
YAR075W_mRNA	0.145829757133189	0.702552878851392	0.864746304043003	-0.342450605505092	0.896757179158532
YBL029C-A_mRNA	2.18738545048327	0.139145334008122	0.357511649053211	0.906167109464991	0.612696832743486
YBL094C_mRNA	1.48976196316777	0.222253396272346	0.472708627621174	0.829298460851858	0.679442045496059
YBR051W_mRNA	3.45138096642342	0.0631989456715906	0.213993795135883	-1.1969031466579	0.644262062928987
YBR224W_mRNA	0.0439264618519539	0.833990489936626	0.925517781046772	0.134858674486215	0.643451436772797
YBR233W-A_mRNA	0.307238867718071	0.579379489537848	0.787950670691834	0.326335655461737	0.588743939391542
YCL058W-A_mRNA	0.122080008866532	0.726789410503087	0.874212763491516	-0.413670335175146	1.18394656578648
YCR025C_mRNA	10.5577229166235	0.00115703642782736	0.0110720367078728	2.00580907949674	0.617311635473857
YCR041W_mRNA	0.507417720370472	0.476258846888391	0.717543531594123	0.501860885598593	0.704531691874636
YCR064C_mRNA	0.000100175714362962	0.992014280809202	0.998680558977741	0.00609233988228411	0.608699436777424
YCR104W_mRNA	0.332434833195756	0.56422887523875	0.781084566127837	0.403076167013923	0.699091236729332
YDL062W_mRNA	9.3989961669524	0.00217104277653682	0.0185145250899074	-1.87344289613073	0.611082327045406
YDR157W_mRNA	0.0409218359527158	0.839688873651687	0.927618391031107	-0.124119304340047	0.613566695178926
YDR215C_mRNA	1.21598502093974	0.270150034833308	0.52405657662456	0.646211793623441	0.586017745402607
YDR509W_mRNA	0.961815390715851	0.326729914850527	0.584245074381191	-0.569675396263899	0.580873550780576
YEL008W_mRNA	0.863771349098921	0.352685453997877	0.609389237481807	0.588385163758149	0.633085426226357
YEL049W_mRNA	0.0764620184271572	0.782150494538934	0.904244560971148	0.306053816521085	1.10681470488232
YEL074W_mRNA	0.151065489458497	0.697519210889712	0.862385911014078	-0.240986232593723	0.620025571333686
YEL075W-A_mRNA	0.00174323482666572	0.966696349254052	0.986443637435821	-0.0618482870626791	1.4813228741399
YER038W-A_mRNA	1.21569692602955	0.270206788085434	0.52405657662456	1.19383518233578	1.08275878013843
YER076W-A_mRNA	0.0389222453547356	0.84360278338222	0.930224860398078	-0.127555501912855	0.646547226404563
YER079C-A_mRNA	0.172275488295185	0.678097376764503	0.852251124373071	0.245869131267564	0.59236891696009
YFR023W_mRNA	0.0529578723788297	0.817994036663821	0.918046723168859	0.137903471037399	0.599252608535297
YFR054C_mRNA	1.46650350779544	0.225898172677869	0.476357637585077	1.12876186265247	0.93209627949811
YGL052W_mRNA	0.203110651566393	0.652221647114244	0.835814444862918	0.278708506621967	0.618420495767396
YGL235W_mRNA	1.47644481692795	0.224331593160537	0.47493997572425	-1.08757813820948	0.895059402856758
YGR022C_mRNA	0.873726958116868	0.349925591264629	0.607206234686375	-0.819453489908902	0.876670597962633
YHL018W_mRNA	0.202571894438387	0.652652846981456	0.835866936149128	-0.264890290952819	0.588540624234189
YHR193C-A_mRNA	0.0560286326825566	0.812886678945795	0.916266219659489	0.191474311089849	0.808919870354649
YJR010C-A_mRNA	1.95409163081589	0.162146619997977	0.392604697022243	-0.843313619135019	0.603276838290752
YKL036C_mRNA	0.229899702486252	0.63159820755211	0.822510219087062	-0.290617155943044	0.606110829512066
YLR041W_mRNA	0.204453916212891	0.651149539562524	0.835746892060976	-0.288398696504774	0.637816244858144
YLR053C_mRNA	0.0488916187387044	0.825003286242372	0.921987677186262	0.145527738353397	0.658155586228687
YLR123C_mRNA	0.00409202715795529	0.948994946767694	0.978524483695921	0.0392086939074458	0.612933166206066
YLR156W_mRNA	1.19996283616373	0.273329106271676	0.527357318796803	0.49888819576363	0.455427583140981
YLR159W_mRNA	1.19996283616373	0.273329106271676	0.527357318796803	0.49888819576363	0.455427583140981
YLR161W_mRNA	1.19996283616373	0.273329106271676	0.527357318796803	0.49888819576363	0.455427583140981
YLR269C_mRNA	2.10032774644959	0.147267568470123	0.371467868446387	-0.883821665595139	0.609847304529983
YLR361C-A_mRNA	0.935937523389684	0.333324801228428	0.590213899946153	0.604186153287851	0.624521419666032
YLR416C_mRNA	0.00224835589388123	0.962181014642541	0.984592854051896	0.0310042213865683	0.6538653156159
YLR458W_mRNA	0.0920833178616412	0.76154516925899	0.894329776535619	0.193578744593579	0.637921426568024
YML099W-A_mRNA	0.376009856695218	0.539746467763625	0.761904179714288	0.405291734271583	0.660949276896055
YMR107W_mRNA	1.60882785903215	0.20465664728437	0.451649609828321	0.975105233627052	0.768770479763667
YMR141C_mRNA	1.48898249654811	0.222374398370506	0.472708627621174	1.01284131376997	0.830035393759218
YNL086W_mRNA	0.949557370774686	0.329831990360965	0.587375107297552	0.574793788719036	0.589863416352593
YNL205C_mRNA	0.764465291160555	0.381934723636111	0.636265286517038	0.606584416660961	0.693764962887032
YOR186W_mRNA	0.123425433343848	0.72534862216817	0.873754888666823	-0.212621655954872	0.605208704759316
YOR203W_mRNA	0.000163714864622338	0.989791257061366	0.998263354349608	0.00964807151081104	0.754043598116553
YPL025C_mRNA	11.6354092210102	0.000647081053043512	0.00689783644595464	2.09667961871733	0.614668903543251
YPL027W_mRNA	3.47088671900072	0.06245782135596	0.213054650613654	1.11101523596531	0.596348038187916
YPL136W_mRNA	3.98582372777416	0.0458846600108574	0.174418953705532	-1.4614579833907	0.732027320378994
YPR052C_mRNA	0.106145139832449	0.744576259530375	0.88442223827812	0.216351154760405	0.66406281306016
YPR064W_mRNA	14.3318923180897	0.000153246555656344	0.00208121024883171	2.16694383166179	0.572395072026601
