target_id	ext_gene	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSG00000114374.13	USP9Y	7	17.4529045176299	1.42173696724398e-162	2.18549406604744e-158
ENSG00000131002.12	TXLNGY	9	15.4367711553262	2.25514602137156e-152	1.73330523202618e-148
ENSG00000012817.15	KDM5D	5	10.8117505669375	4.41898434802537e-142	2.2642875799282e-138
ENSG00000198692.10	EIF1AY	3	8.33366347981344	1.99983046100763e-120	7.68534846165234e-117
ENSG00000067048.17	DDX3Y	6	11.7443822985723	1.32913674664589e-99	4.08629801388811e-96
ENSG00000129824.16	RPS4Y1	3	10.1558788870701	1.50077210476422e-92	3.84497813240592e-89
ENSG00000067646.12	ZFY	2	4.88046877092309	1.10206550653067e-76	2.42013585234134e-73
ENSG00000183878.15	UTY	5	10.5803548941499	5.93554399709972e-63	1.14051477904271e-59
ENSG00000099725.14	PRKY	3	5.9901979039384	4.64811087737246e-44	7.93897337855217e-41
ENSG00000100557.9	CCDC198	8	20.5012574781466	4.81894136224289e-18	7.40767666203977e-15
ENSG00000005302.18	MSL3	18	72.0524519742088	8.43388624394374e-17	1.17859726674457e-13
ENSG00000154620.6	TMSB4Y	1	1.81203332460706	8.19703284801267e-16	1.05003990783042e-12
ENSG00000011201.12	ANOS1	1	2.21831506766906	5.72309808619992e-15	6.76734336777424e-12
ENSG00000204642.14	HLA-F	7	15.6316775345705	1.45090205731634e-13	1.59309045893334e-10
ENSG00000241859.7	ANOS2P	3	5.46219668993075	9.32480347101246e-13	9.55605859709357e-10
ENSG00000092607.15	TBX15	3	10.9335435491759	1.50578606828569e-08	1.44668396510547e-05
ENSG00000137251.16	TINAG	2	3.95848490276122	2.9596873513214e-08	2.67625376261838e-05
ENSG00000149557.13	FEZ1	7	20.1775595753776	3.32714450413281e-08	2.84138140652942e-05
ENSG00000205795.4	CYS1	1	5.56679092849449	1.18183485984243e-07	9.56166603447254e-05
ENSG00000110446.11	SLC15A3	8	35.6980321128048	3.87386251480781e-07	0.000297745072888128
ENSG00000002822.15	MAD1L1	8	29.3835496981917	4.62445783597134e-07	0.000323123481157052
ENSG00000173674.11	EIF1AX	2	14.0270436096419	4.47276229553037e-07	0.000323123481157052
ENSG00000134121.10	CHL1	6	19.1854308044817	8.63378062884435e-07	0.000532122312465249
ENSG00000100721.11	AL139020.1	8	33.6440014075888	8.44380791523966e-07	0.000532122312465249
ENSG00000182575.7	NXPH3	3	8.7246724356912	8.65408392637992e-07	0.000532122312465249
ENSG00000170579.17	DLGAP1	3	9.56285370836083	9.78189266508553e-07	0.000578335592491133
ENSG00000182606.15	TRAK1	5	21.4497769508286	4.02970308777054e-06	0.00229424429130403
ENSG00000051620.11	HEBP2	2	10.3555171043353	4.70998875104435e-06	0.00258578382432335
ENSG00000027697.14	IFNGR1	6	23.1279725522759	5.20388252816446e-06	0.00275841662837738
ENSG00000187699.10	C2orf88	3	10.4853940843041	5.9462484193878e-06	0.00294857195815578
ENSG00000175048.17	ZDHHC14	5	18.0362971918208	5.85131952801199e-06	0.00294857195815578
ENSG00000064886.14	CHI3L2	10	30.286402051746	6.56801884090709e-06	0.00315511205070074
ENSG00000164749.11	HNF4G	2	5.69629361651751	7.31054314010218e-06	0.00340538391362578
ENSG00000188906.16	LRRK2	4	15.5230598239071	1.15099871300482e-05	0.00520386829891474
ENSG00000120280.5	CXorf21	1	6.606594489354	1.29783891479291e-05	0.00570010851377047
ENSG00000127533.3	F2RL3	1	4.67053111590172	1.40801131356929e-05	0.00601220830894088
ENSG00000089057.15	SLC23A2	1	6.34727618464524	1.45287378005629e-05	0.00603610155325006
ENSG00000080503.24	SMARCA2	25	92.9575368634498	1.77125908651124e-05	0.00716520912575021
ENSG00000177459.11	ERICH5	2	6.45367816341572	1.83882948496735e-05	0.00724781713920975
ENSG00000114480.13	GBE1	5	21.6296443911955	1.90063028936131e-05	0.0073041222020155
ENSG00000142192.21	APP	6	28.7102940256806	2.03777400300419e-05	0.00764016145711719
ENSG00000126012.11	KDM5C	8	34.7152430794724	2.37952027576905e-05	0.00870904420931474
ENSG00000167483.18	FAM129C	11	30.0226498017076	3.06302116716951e-05	0.010949944507379
ENSG00000165246.14	NLGN4Y	2	2.32765316582047	3.20906459712982e-05	0.0112113047697908
ENSG00000162849.16	KIF26B	2	9.7141914648085	3.41965220142313e-05	0.0115693118746005
ENSG00000146373.16	RNF217	1	1.32876154127265	3.49012851379808e-05	0.0115693118746005
ENSG00000102755.12	FLT1	3	15.2752425763742	3.53732538450576e-05	0.0115693118746005
ENSG00000183049.12	CAMK1D	3	17.0061920346714	3.65908085086372e-05	0.0117182064248911
ENSG00000025039.14	RRAGD	2	13.0868653288395	5.22394418843865e-05	0.0163882591968732
ENSG00000128274.17	A4GALT	5	18.3115440492166	5.34016323546908e-05	0.0164177978511261
ENSG00000215301.10	DDX3X	23	71.497579411978	5.73147083323236e-05	0.0172753273820486
ENSG00000105642.15	KCNN1	2	9.07324616980213	8.31292891125839e-05	0.02457429677382
ENSG00000168405.17	CMAHP	8	23.9515362726365	8.61056526946051e-05	0.0249738885513485
ENSG00000267793.1	AC009977.1	1	0.882366449237918	9.05552269014682e-05	0.0257780545912846
ENSG00000197746.14	PSAP	5	24.8656353545607	0.00012165337913842	0.034001013529378
ENSG00000127074.14	RGS13	3	7.8251596908402	0.000124423512640674	0.0341542542198649
ENSG00000240356.6	RPL23AP7	2	9.7331526163861	0.00013533984999374	0.0364990205983117
ENSG00000171714.11	ANO5	2	7.37163403772037	0.000144540608006027	0.0383082452804939
ENSG00000120093.11	HOXB3	6	15.5797605930082	0.000147617467656492	0.0384606053019593
ENSG00000110427.15	KIAA1549L	3	9.68161610318191	0.000169955787761642	0.0435426728245326
ENSG00000109436.8	TBC1D9	1	4.9327590157411	0.000185605108434084	0.0467724873253891
ENSG00000164627.18	KIF6	4	8.18126651594474	0.000189295958376403	0.046933185034872
ENSG00000160746.12	ANO10	7	17.116196995571	0.00021122246523742	0.0515382815179305
ENSG00000187010.21	RHD	2	3.15609609954756	0.00023804910962313	0.0546162822854741
ENSG00000138640.15	FAM13A	8	23.107939706787	0.00023302639747037	0.0546162822854741
ENSG00000214929.3	SPATA31D1	1	2.88473194473593	0.000237969380295725	0.0546162822854741
ENSG00000150593.18	PDCD4	10	54.3908769881758	0.000227978647983174	0.0546162822854741
ENSG00000166317.12	SYNPO2L	2	6.70179643319954	0.000298525051557244	0.0665061897469268
ENSG00000189403.15	HMGB1	8	47.7306312855358	0.000296863351717249	0.0665061897469268
ENSG00000043143.20	JADE2	9	36.5889322564875	0.0003246182882449	0.0712861760985801
ENSG00000013588.8	GPRC5A	3	7.7721941046152	0.000337024022252671	0.0729680742263106
ENSG00000184371.14	CSF1	4	13.9284160738575	0.000346240144924393	0.0739222709413579
ENSG00000148498.16	PARD3	9	27.5791172367899	0.000352113912822206	0.0741465077794925
