target_id	W	pval	qval	b	se_b	mean_obs
YAL010C_mRNA	0.0828740906524546	0.773439665448959	0.849933698295559	0.0483695236273606	0.16802055780434	5.76566006150873
YAL025C_mRNA	34.6945485650814	3.8571017483309e-09	6.42850291388483e-08	-1.05496386289735	0.179104691892019	6.06151870863183
YBL022C_mRNA	0.961678867272139	0.326764250567154	0.480535662598755	-0.112031394023512	0.114241712257103	7.38345758678717
YBL076C_mRNA	2.21807007369048	0.136403476050706	0.267457796177856	-0.341733233793759	0.229456088053288	8.55898943308677
YBR045C_mRNA	0.821079411270789	0.364864760288545	0.528789507664558	0.122868809555818	0.135596684112583	4.34867285673621
YBR076W_mRNA	2.97762869256192	0.0844228770920533	0.183527993678377	0.193071554760079	0.111887874437847	4.02984072318217
YBR103W_mRNA	5.21411671606391	0.0224042251942632	0.0754261880741725	0.345712040418088	0.151399392011757	6.44846419100495
YBR153W_mRNA	0.000886321707842733	0.976249563034706	0.976249563034706	-0.00532045703701501	0.178711807571288	5.49812453805454
YBR200W_mRNA	0.0879359462129658	0.766817756940483	0.849933698295559	0.0540481145555297	0.182262502048128	6.25018097614514
YBR239C_mRNA	9.30372363862006	0.00228688572990831	0.0127049207217129	-0.345451013033709	0.113255178750441	5.31629999163166
YCL067C_mRNA	0.783152323600884	0.376178777754939	0.537398253935627	0.129588406091633	0.146434371573885	5.14169446399567
YDR128W_mRNA	1.08038611084702	0.29861119643122	0.473986026081302	0.13686194164349	0.131671929834094	6.81352900646416
YDR263C_mRNA	0.360207768537232	0.548390868822496	0.703065216439097	-0.0967370231625392	0.16118186681223	4.62007677715513
YDR322W_mRNA	0.987028083121081	0.320469823322261	0.480535662598755	-0.178583846814933	0.179753526344416	5.78087886738035
YDR448W_mRNA	2.32554917461805	0.127265298684022	0.257409783685086	-0.178272556009906	0.116901942496513	5.56933666678068
YDR489W_mRNA	0.268944532906275	0.604040668768159	0.752310042651287	-0.0584543976397383	0.112716067734468	5.10357467612719
YEL065W_mRNA	15.0289801752948	0.000105872832939363	0.000814406407225873	-1.08277597910886	0.279301878596027	6.35557552756439
YER004W_mRNA	7.70782559505555	0.00549819405585721	0.0261818764564629	0.61064534870316	0.219949568222586	7.2482313491055
YER029C_mRNA	0.059989650413649	0.806512299194672	0.863474027786504	0.0912122278326357	0.372404480808681	6.02832071664119
YER130C_mRNA	16.7333446422637	4.3018238974766e-05	0.000358485324789717	-0.476211534442033	0.116414890069148	6.06978097913308
YFR007W_mRNA	2.71039704220273	0.0996961753542132	0.207700365321278	-0.268619336440098	0.163162674161209	5.1620673294526
YFR016C_mRNA	0.0261141882972142	0.871621763035509	0.917496592668957	0.0304136331706609	0.188204514974578	7.26425888244693
YGL061C_mRNA	1.0122766967524	0.314358030104928	0.480535662598755	0.166727422305804	0.165713319186689	4.83877079040198
