target_id	W	pval	qval	b	se_b	mean_obs
YBR289W_mRNA	2.53627582979099	0.11125692591613	0.44502770366452	-0.387098008549501	0.243065150110637	6.12562211956056
YDR073W_mRNA	2.68500708193042	0.101296775367383	0.44502770366452	-0.478772126758794	0.292183805295729	6.03833058005727
YFL049W_mRNA	1.43041280938561	0.231697079597105	0.695091238791316	0.30523620460997	0.255214502535824	6.04234046828872
YGR275W_mRNA	0.636523352050295	0.424972552833996	0.7743682431974	-0.236706366587032	0.296689904320884	5.83875127226588
YHL025W_mRNA	0.150747353295925	0.697822181427414	0.909553144581658	0.135662609594381	0.349409990934232	7.12126316778919
YJL176C_mRNA	0.566345435510068	0.451714808531816	0.7743682431974	0.149617074442223	0.198811021221679	6.2054396379211
YMR033W_mRNA	0.0856131758914653	0.769829983107671	0.909553144581658	-0.112196986039294	0.383451893472702	6.55347072858077
YNR023W_mRNA	0.0100621932474252	0.920097834260573	0.920097834260573	-0.0292958430338353	0.292051655988961	5.61635690808437
YOR290C_mRNA	848.099422183321	1.88259334515199e-186	2.25911201418239e-185	-6.03526007495006	0.20723953351721	6.14131875563772
YPL016W_mRNA	0.866168653554397	0.352018175582854	0.7743682431974	0.264297104777141	0.283982235998589	5.76878200089007
YPL129W_mRNA	0.0857176399769076	0.769693564898811	0.909553144581658	-0.0735367344760673	0.251170851394156	6.53850510064957
YPR034W_mRNA	0.0440519178930778	0.833757049199853	0.909553144581658	-0.0535694750509482	0.255231915606974	6.66981601234934
