target_id	ext_gene	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSG00000114374.13	USP9Y	6	15.7038456898536	4.28267215545006e-141	3.74827018907082e-137
ENSG00000131002.12	TXLNGY	9	15.0988077053014	4.93323267842962e-141	3.74827018907082e-137
ENSG00000198692.10	EIF1AY	3	8.45704624021669	8.18775657499948e-126	4.1473716304564e-122
ENSG00000129824.16	RPS4Y1	3	10.5915089264663	5.14197142877683e-114	1.95343494579232e-110
ENSG00000012817.15	KDM5D	4	8.31059736309121	1.61392313279764e-101	4.90503518519858e-98
ENSG00000067048.17	DDX3Y	3	8.17007965870185	2.85505066118171e-89	7.23089164121954e-86
ENSG00000183878.15	UTY	5	9.97421293405669	2.32088619937079e-51	5.03831238366265e-48
ENSG00000067646.12	ZFY	2	5.11689763142664	4.3617816946254e-48	8.28520432894095e-45
ENSG00000099725.14	PRKY	1	3.88936832554984	8.90587945349937e-36	1.50370826861529e-32
ENSG00000154620.6	TMSB4Y	1	1.8733199493558	2.06636444564976e-17	3.14004741160938e-14
ENSG00000011201.12	ANOS1	1	2.14477006152809	1.43139234996972e-12	1.97740346819454e-09
ENSG00000165246.14	NLGN4Y	2	1.97561592991761	8.61140298289784e-11	1.09049066440096e-07
ENSG00000241859.7	ANOS2P	2	4.39182759050901	1.70369435284305e-08	1.99148764506176e-05
ENSG00000164749.11	HNF4G	2	5.26689915779032	1.14278040347439e-07	0.000124040650079977
ENSG00000128604.20	IRF5	14	54.6271468246053	8.09599487342462e-07	0.00082017825397707
ENSG00000215301.10	DDX3X	23	71.0108037874376	1.00575440170965e-06	0.000955215243023745
ENSG00000126012.11	KDM5C	8	34.0866583141175	4.57934304438221e-06	0.00409339393543718
ENSG00000005302.18	MSL3	19	70.9420087264983	1.56923006810598e-05	0.0132477889527436
ENSG00000163513.17	TGFBR2	2	3.96018018404584	1.85828854471041e-05	0.0148623961712733
ENSG00000110446.11	SLC15A3	8	35.0148260025466	2.50326193680409e-05	0.0190197841958375
ENSG00000167604.14	AD000864.1	7	30.2399424865657	7.51021496031138e-05	0.0543453459699484
ENSG00000030419.16	IKZF2	11	45.4029268260469	7.90834039784714e-05	0.0546250639480387
ENSG00000124225.16	PMEPA1	4	10.6233740416687	0.000104899856175718	0.0693068788889655
ENSG00000002586.20	CD99	10	37.5962860797599	0.000132536987427926	0.0839180025397817
ENSG00000175048.17	ZDHHC14	5	17.3332271655573	0.000168327418578139	0.0947371649153112
ENSG00000132965.9	ALOX5AP	1	6.05159843328979	0.000165759500169818	0.0947371649153112
ENSG00000071564.15	TCF3	16	75.9384047861414	0.000158706865893737	0.0947371649153112
ENSG00000183943.5	PRKX	3	13.8886375102029	0.00019632538032856	0.0994453493157601
ENSG00000197249.13	SERPINA1	1	1.85191298449476	0.000194134895877212	0.0994453493157601
ENSG00000215580.11	BCORP1	2	2.63521400382914	0.000196154050486273	0.0994453493157601
ENSG00000088387.19	DOCK9	9	25.6208621428704	0.000237694382084124	0.116516252585495
ENSG00000138756.17	BMP2K	4	18.6346070716681	0.000273525768735152	0.129890549428105
ENSG00000166147.13	FBN1	4	16.7986618059287	0.000357367325604625	0.164562238784481
ENSG00000170579.17	DLGAP1	3	8.38963861037077	0.000409862180821648	0.183184285287228
ENSG00000269404.7	SPIB	7	32.4960795315463	0.000451724397215686	0.196125826859702
ENSG00000121769.7	FABP3	3	9.13268137913378	0.000555747755658057	0.227710233696799
ENSG00000213145.9	CRIP1	6	23.8875498388349	0.000550692453541056	0.227710233696799
ENSG00000182013.18	PNMA8A	1	1.84826849485847	0.000569425433040165	0.227710233696799
ENSG00000110876.9	SELPLG	3	10.293957491895	0.000610754665199827	0.237975074163502
ENSG00000148498.16	PARD3	7	21.2712566390067	0.000663240186371382	0.251964946802488
