target_id	W	pval	qval	b	se_b	mean_obs
YAL026C-A_mRNA	0.0260666676213534	0.871737610532416	0.952844775320522	-0.056143409186198	0.347741099985458	4.13378641069726
YBR130C_mRNA	4.83284708581607	0.0279224836914186	0.0775624546983849	-0.29959867796604	0.136281958329821	6.25850776558203
YBR177C_mRNA	0.00570181542966353	0.939808649913445	0.958988418279026	0.0345160917475862	0.457104016387009	6.92178437224178
YBR230C_mRNA	9.85763388366565	0.00169128485468781	0.00704702022786589	0.786547604445226	0.250517846956484	6.32850379307879
YBR245C_mRNA	0.394782932408918	0.52979594290164	0.715940463380595	-0.167396636139069	0.266420440619172	6.80528126590251
YCR060W_mRNA	11.148450752422	0.000841018809366987	0.00414583654697917	0.64082149283567	0.191924231143676	4.481053625458
YCR061W_mRNA	5.93557451206996	0.0148382308522317	0.0436418554477403	0.353151231945683	0.144953713217027	6.39611162901983
YCR083W_mRNA	2.43188244671401	0.118890050712987	0.237780101425974	0.431714359932989	0.276837682936315	5.17583499082542
YDR009W_mRNA	9.49302595039962	0.00206254374822704	0.007932860570104	0.396288017697077	0.128620030139771	4.62320503634332
YDR061W_mRNA	0.166255186979013	0.68346161489855	0.838671187323156	0.0526325774942471	0.129082401539246	6.3657155249407
YDR109C_mRNA	0.180823988337865	0.670666072246775	0.838671187323156	0.0715316287990977	0.168217080846832	5.7370607248233
YDR179W-A_mRNA	8.62839967129054	0.00330962195106243	0.0111823801023131	-0.454898747288692	0.154863693884882	4.24735367610762
YDR221W_mRNA	0.554597601589004	0.456445177985348	0.671242908801983	0.0974308063105999	0.130829988469699	6.23568651567744
YDR235W_mRNA	13.6329267145211	0.000222253154205908	0.00138908221378692	-0.727394609680539	0.197004219607387	5.42258505853074
YDR503C_mRNA	0.674211570418963	0.411587104084559	0.660962678678828	0.276678027114266	0.336958618974565	5.06432122804818
YER171W_mRNA	7.62408280034451	0.00575939528974722	0.0179981102804601	-0.362380094355588	0.131241302419503	6.07321019834047
YGL012W_mRNA	3.95762112868888	0.0466595985902259	0.111094282357681	0.28258187375358	0.142045406042856	8.30719257691803
YGL210W_mRNA	4.63050065874345	0.0314083971595956	0.082653676735778	0.700308827709954	0.32544351782645	6.0590498178588
YGL218W_mRNA	2.5768252386214	0.10843895712452	0.225914494009417	-0.338064839231398	0.210599589890174	3.32826647908126
YGR182C_mRNA	0.641920766930264	0.42301611435445	0.660962678678828	0.374988596000477	0.468033939831273	4.43742659790042
YGR197C_mRNA	12.9043993885058	0.000327810708340304	0.00182117060189058	0.462897368776776	0.128859313763993	5.66879150893397
YGR237C_mRNA	0.485549992458965	0.485919094858391	0.694170135511987	0.0900894936897563	0.129287688324273	6.95090224467847
YHR012W_mRNA	4.04383823638243	0.0443328833185974	0.110832208296494	0.259527124026527	0.129058278233792	6.50741491877244
YHR013C_mRNA	0.263780467810556	0.607534737778026	0.799387812865823	0.14872287352902	0.289571923483594	6.56784497447525
YHR181W_mRNA	0.794193529634475	0.372835098786007	0.642819135837943	0.203286628811431	0.22811069178242	6.01650285634972
YIL137C_mRNA	0.143849387727793	0.704483797351451	0.838671187323156	-0.139680312190841	0.368282589522495	6.91149036641134
YJL185C_mRNA	0.155794839356859	0.69305799216669	0.838671187323156	0.137343112449215	0.347960824479807	4.73284463648691
YJR109C_mRNA	1.24182804458767	0.265119035705458	0.473426849474032	-0.18156817378243	0.162932977383076	7.07240512281056
YKL028W_mRNA	0.601244734821614	0.438103497087293	0.66379317740499	0.228304865455929	0.294435060846478	7.12954996109215
YKL033W-A_mRNA	1.50918572950939	0.219263378874445	0.406043294211936	0.191301537376252	0.155720975345998	6.73020979227748
YKL123W_mRNA	2.79639770974217	0.0944763520404255	0.205383374000925	0.229561007798851	0.137277276295307	3.38742655324899
YKL138C_mRNA	39.3852503301429	3.47915069240291e-10	1.73957534620146e-08	-0.937980906283382	0.149460762242915	4.62253908338711
YKL163W_mRNA	23.2122278186008	1.45071959694106e-06	2.41786599490176e-05	-0.622114898732698	0.129125551675482	5.80324440528631
YLL003W_mRNA	0.0802465162209175	0.776963617302952	0.882913201480628	-0.0366869823544504	0.129508686051308	5.84148204551056
YLR154C_mRNA	36.4845493342342	1.53881209720465e-09	3.84703024301164e-08	1.19911858503405	0.198521542540115	4.09042960980669
YLR212C_mRNA	10.9980376601448	0.000912084040335416	0.00414583654697917	0.472267002121441	0.142406561651881	5.80938564010245
