target_id	W	pval	qval	b	se_b	mean_obs
YAL012W_mRNA	25.5057875596072	4.41057880825176e-07	2.75661175515735e-06	0.376978905917887	0.0746444771985228	8.52126058528497
YBL020W_mRNA	0.345577932432912	0.556627093274437	0.664813881937183	-0.145013344718543	0.246680584411932	5.941057757058
YBR015C_mRNA	2.70051785359856	0.100315658246317	0.187156078817755	-0.124024220826546	0.075471499857084	7.35335626979705
YBR053C_mRNA	13.7093909239566	0.000213384822478069	0.000860422671282537	0.306221173137436	0.0827039277985551	6.45518017391369
YBR054W_mRNA	90.373854250445	1.97154285911596e-21	3.791428575223e-20	-0.827635240892981	0.0870597814396898	4.81345347379302
YBR086C_mRNA	1.5289482787167	0.21627035799651	0.344243889941732	-0.0936420015830042	0.0757311045160865	7.89071934147635
YBR090C_mRNA	8.50063451483774	0.003550226542006	0.010957489327179	0.293130198704801	0.100539076189942	4.32909062824232
YBR107C_mRNA	0.711320580192847	0.399005759583896	0.535766467269652	-0.0699938193786183	0.0829902371172793	5.08633917013267
YBR112C_mRNA	6.92526845906717	0.00849862339609446	0.0230940853154741	-0.301037834265183	0.114393875662722	7.60785716114761
YBR155W_mRNA	6.97306684329587	0.00827455621154779	0.0227322972844719	-0.236351456729064	0.0895048088097608	5.98408966053021
YBR161W_mRNA	0.701093939224057	0.402416358795566	0.535766467269652	-0.0645169328663393	0.0770522999289142	5.44939687654993
YBR172C_mRNA	33.2873650699744	7.94974782705874e-09	6.02253623262026e-08	-0.569820460955778	0.0987639225413231	6.46250767182294
YBR183W_mRNA	74.643759214446	5.63795755532968e-18	9.39659592554946e-17	0.659340282034172	0.0763155182669867	6.30505238872936
YBR205W_mRNA	0.205544013641689	0.650282607572293	0.735613809470919	-0.0575530514624579	0.126945098968191	6.98048076913844
YBR213W_mRNA	25.3156752544627	4.86737094111356e-07	2.9679091104351e-06	0.422887686987917	0.0840485609893793	4.90893178156267
YBR242W_mRNA	5.18827448013209	0.0227397833539595	0.0562865924602958	-0.23861330043182	0.104757029699473	5.53081038686146
YBR283C_mRNA	0.793818105346794	0.372948105545548	0.512291353771358	-0.0965390179764028	0.10835335838484	7.92443802179345
YCL064C_mRNA	36.6720671823433	1.3976785468465e-09	1.24792727397009e-08	-0.969212771471496	0.16004843523691	7.48280984680703
YCR060W_mRNA	14.8801527963384	0.000114561998557704	0.000493801717921137	0.698017062781985	0.18095156499601	4.49744093709109
YCR101C_mRNA	0.538308368458809	0.463134640121241	0.59682298984696	-0.137852413409397	0.187887898150073	2.54998861646326
YDL027C_mRNA	5.64594233950039	0.0174958109658245	0.044632170831185	0.182472693577903	0.0767944198277977	6.15576870348208
YDL050C_mRNA	5.09999793004311	0.0239258720325664	0.058124224678565	-0.174242089525986	0.0771557097436575	4.74531548596657
YDL065C_mRNA	1.63058950678644	0.201621530873056	0.327307679988727	0.125758652808947	0.098483971712512	6.34388350891634
YDL095W_mRNA	0.644972905183041	0.421915752044644	0.558089619106672	-0.0965819059504832	0.120261062421188	7.7019752430611
